"fuid","text","labels"
"6c440418-2c74-423f-34eb-7ed715b50fea","Angry Birds doesn't work on the Nokia Lumia 610. Get the update! -- Angry Birds and other games Real Football don't work on 256Mb devices, like Nokia Lumia 610. Please ask the company's that make theses games to get support or updates for this. Thanks!  ","None--Other None"
"1a3b0469-4190-21bd-6757-db7ab5841214","Annual premium member for free on Windows Phone -- Please free Annual premium member for windows phone store , And instead it , 20% of sales software Assign it to yourself .","Business Operations--Sales or Monetization"
"dc7822e3-b20f-8165-7124-42d6bdff5cb2","Any app you want from the iPhone app store. Such as (snapchat, instagram, other). -- You can get all the top apps from the iPhone app store. IPhones have all the great apps we want so why can't we have them??!!","None--Other None"
"0c1a400c-0b83-fa09-2c7e-3772a3ed7d8c","Apache Subversion (SVN) -- It is possible to use Apache Subversion (SVN) with active directory authentication but it doesn't appear in the Azure SSO market place, are there any plans to include this ? ","Technical Operations--Coding or Building"
"097cdb68-1429-c7bc-933c-32dc4d84095c","API for WiFi Connectivity -- Wifi Connectivity API Handel's: 1. Getting List of Available WiFi Connections and Details. 2. Search for new WiFi Device. 3. Sending A File to Selected WiFi Device.  4. Sending A File through application to Application using WiFi connection.","Technical Operations--Coding or Building"
"dc3e6f4d-dd5e-8c85-1d99-3c4a054ed7cd","API integration to create sections -- Point at an API when creating data source and use that for creating sections.","Technical Operations--Coding or Building"
"f339582b-7d61-3c2f-61b4-4771b71ea11e","API to read Phone Call History -- Currently there are API to read the Phone Book, but no API to read the Call History. This should be enabled to write powerful Phone Call apps with more features","Technical Operations--Coding or Building"
"39171534-43b8-8c70-15a5-07fa8a40e1f8","API to send SMS (via code without user input) -- Me and two friends of mine created an app that won in a Windows Hackathon held by Microsoft Cyprus. We actually won the Hackathon without finishing our app due to limitations of Windows phone API. We need some sort of API to automatically send an SMS. The reason for it to be automatic is because this is for cases when the owner of the phone is unable (asleep or something similar) to do so. If you are concerned about security reasons a good implementation of this API would be to always notify the user that a message from that application has been sent and where it was sent. Also apps like these must be forced to get access from the user on their first run to send SMS on their own. Their are many ways to keep the security under check and still provide this functionality","Technical Operations--Coding or Building"
"34f5e1bc-17e4-7ed5-f3e7-ecc7372795ab","API to write videos to Media Library -- We are limited of saving the Images to the Media Library. It will be better if user can add the downloaded Audio , Video can add to the Media Library from the Isolated Storage.","Technical Operations--Design or Drafting|Technical Operations--Coding or Building|Technical Operations--Integration or Compatibility"
"24ca1938-52ec-73b0-84b1-ae70f261f5cc","API/Service, to programatically display Azure costs per Frontend App `instance` -- Like Skype, it display current cost usage, credit and `top-up` possibility.  The per Azure `instance` frontend would show the user current cost usage.   Getting credit and topping-up is done via other (probably none Azure) services (to pay :-) for Azure).  This allows a `per user/instance` payment of Azure usage. ","Business Operations--Business Operations UI or UX|Technical Operations--Coding or Building|Business Operations--Business Analysis"
"cd0462dd-3476-fe76-d197-3435bbbcf313","App Certification Kit - Outlook VSTO Desktop application	I want to publish Outlook VSTO desktop app to Windows Store. When I test it with App Certification Kit 10 it fails and no XML report is created:  C:\Program Files (x86)\Windows Kits\10\App Certification Kit>appcert test -apptype desktop -setuppath ""C:\Projects\Main\AppSetup_x64\bi n\Debug\AppSetup_x64.msi"" -appusage peruser -reportoutputpath ""C:\Projects\Main\report.xml"" Note: Test application type - Desktop. Beginning execution of task Modify fault tolerant heap. Beginning execution of task Modify status of the TAEF service. Task Modify fault tolerant heap execution result was failure. Task Modify status of the TAEF service execution result was success. Beginning execution of task Registry key inventory. Task Registry key inventory execution result was success. Beginning execution of task Program inventory. Task Program inventory execution result was success. Beginning execution of task Attack surface analyzer. Beginning execution of task Digital signing. Task Digital signing execution result was success. Task Attack surface analyzer execution result was success. Beginning execution of task Do not load services and drivers in safe mode. Beginning execution of task Proper OS version checking. Task Do not load services and drivers in safe mode execution result was success. Task Proper OS version checking execution result was success. Beginning execution of task Multi user enable. Task Multi user enable execution result was success. Beginning execution of task Do not force an immediate reboot during installation. Task Do not force an immediate reboot during installation execution result was success. Beginning execution of task Modify Program Compatibility Assistant service. Task Modify Program Compatibility Assistant service execution result was success. Beginning execution of task User mode hooking using AppInit_DLLs. Beginning execution of task Crashes and hangs. Task User mode hooking using AppInit_DLLs execution result was success. Task Crashes and hangs execution result was success. Beginning execution of task Process install trace files. Beginning execution of task Modify local Windows Error Reporting settings. Task Modify local Windows Error Reporting settings execution result was success. Task Process install trace files execution result was success. Beginning execution of task Program inventory. Task Program inventory execution result was success. Beginning execution of task Process install trace files. Task Process install trace files execution result was success. Beginning execution of task Installed programs. Task Installed programs execution result was success. Beginning execution of task Dependency information. Beginning execution of task Proper OS version checking. Task Proper OS version checking execution result was success. Task Dependency information execution result was failure. Beginning execution of task Process install trace files. The application failed to install under a higher version of Windows. Windows App Certification Kit will now retry installing the application under different settings. Task Process install trace files execution result was success. Beginning execution of task Program inventory. Task Program inventory execution result was success. Beginning execution of task Process install trace files. Task Process install trace files execution result was success. Beginning execution of task Installed programs. Task Installed programs execution result was failure. Testing cannot continue unless an application is successfully installed, including a discoverable shortcut and an entry in add/remove programs.  During the test the App Cert Kit asks from me to install the MSI and after that, I assume it tries to run the installed application. The problem is that the installed app is actually a set of DLLs that is copied to the MS Office folder. It is not executable, it has no Desktop icon, but it still has an entry in the Add/Remove Programs. App certification Kit 10.0 runs under Windows 2012 Server, DLLs compiled with Visual Studio 2012. Any help would be greatly appreciated! Thanks,","Technical Operations--Testing or Debugging"
